Formula,RT,Mass,Cpd,Antibase ID,CAS
C43H44Cl1N3O13,,845.2563,C-1027 chromophore II,22931,
C27H22N2O4,,438.158,Asterriquinone SU-5228,22932,
C34H32N2O5,,548.2311,Asterriquinone SU-5500,22933,
C33H30N2O6,,550.2104,Asterriquinone SU-5503,22934,
C32H30N2O4,,506.2206,Asterriquinone SU-5501,22935,
C15H14N2O3,,270.1004,NG-061,22936,
C50H92O14,,916.6487,Glucolipsin-A,22937,
C49H90O14,,902.6331,Glucolipsin-B,22938,
C21H25N1O6,,387.1682,Naphthoquinone 1,22939,
C20H23N1O6,,373.1525,Naphthoquinone 2,22940,
C26H32N2O9S1,,548.1829,Naphthoquinone 3,22941,
C26H32N2O9S1,,548.1829,Naphthoquinone 4,22942,
C38H34N6O8,,702.2438,Gilvusmycin,22943,
C23H32N2O8,,464.2159,Kitamycin-A,22944,
C34H59N1O7,,593.4292,De-N-methylpamamycin-593A,22945,226722-69-6
C34H59N1O7,,593.4292,De-N-methylpamamycin-593B,22946,226722-70-9
C16H20O4,,276.1362,9-Hydroxyoudemansin A; Noroudemansin A,22947,
C22H21Br1O7,,476.0471,BE-40665D,22948,
C57H84O17,,1040.5709,M-seco-CTX 3C,22949,
C60H86O17,,1078.5865,M-seco-CTX 4A (or 4B),22950,
C60H86O20,,1126.5713,"6,7-Dihydro-7-oxo-ciguatoxin; 7-Oxociguatoxin",22951,263336-55-6
C60H88O20,,1128.5869,"6,7-Dihydro-7-hydroxy-ciguatoxin; 7-Hydroxyciguatoxin",22952,263336-56-7
C60H88O21,,1144.5818,"3,4,6,7-Tetrahydro-3-hydroxy-7-oxo-ciguatoxin",22953,263336-57-8
C57H84O18,,1056.5658,"2,3-Dihydro-2,3-dihydroxy-ciguatoxin 3C",22954,263336-62-5
C60H86O19,,1110.5763,54-Deoxy-50-hydroxyciguatoxin,22955,263336-54-5
C57H84O19,,1072.5607,"2,3-Dihydro-2,3,51-trihydroxyciguatoxin 3C",22956,263336-63-6
C59H88O20,,1116.5869,,22957,
C57H86O18,,1058.5814,"A-Seco-2,3-dihydro-51-hydroxyciguatoxin 3C; 1,6-Deepoxy-2,3-dihydro-1,6,51-trihydroxy-ciguatoxin 3C",22958,263336-64-7
C57H82O18,,1054.5501,"2,3-Dihydro-51-hydroxy-3-oxo-ciguatoxin 3C",22959,263336-61-4
C57H84O17,,1040.5709,"2,3-Dihydro-3-hydroxy-ciguatoxin 3C",22960,263336-60-3
C42H72O4,,640.5431,"(2S,3S,5R)-5-[(1R)-1-Hydroxydec-9-enyl]-2-pentyl-tetrahydrofuran-3-yl (5Z,9Z,13Z,17Z)tricosa-9,13,17-tetraenoate",22961,
C19H36O3,,312.2664,"(2S,3S,5R)-5-[(1R)-1-Hydroxydec-9-enyl]-2-pentyl-tetrahydrofuran-3-ol; (6S,7S,9R,10R)-6,9-Epoxynonadec-18-ene-7,10-diol",22962,
C15H20Br1Cl1O1,,330.0386,Srilankenyne,22963,
C15H20Br1Cl1O1,,330.0386,Isolaurepinnacyne; (+)-Isolaurepinnacin,22964,
C17H23Br1O3,,354.0831,trans-Kumausyne,22965,
C15H20Br1Cl1O2,,346.0335,trans-Dactomelyne,22966,
C15H20Br2O2,,389.983,cis-Isoprelaurefucin,22967,
C19H36O3,,312.2664,"(2S,3S,5S)-5-[(1S)-1-Hydroxydec-9-enyl]-2-pentyl-tetrahydrofuran-3-ol; (6S,7S,9S,10S)-6,9-Epoxynonadec-18-ene-7,10-diol",22968,
C29H23N1O11S1,,593.0992,Lamellarin-Z 20-sulfate,22969,
C15H21Cl1O1,,252.1281,(-)-Perforenone-B,22970,57567-00-7
C15H23Br2Cl1O1,,411.9804,Perforenol,22971,70073-12-0
C15H25Br2Cl1O2,,429.991,Caospitol,22972,
C15H24Br2O1,,378.0194,Sesquiterpene 1,22973,
C20H32Br2O2,,462.0769,Diterpene 1,22974,
C25H31N3O6,,469.2213,Tripeptide,22975,
C30H51Br1O6,,586.2869,Chondriol-A,22976,
C30H53Br1O7,,604.2975,Aurilol,22977,
C30H52O6,,508.3764,,22978,
C20H33Br1O1,,368.1715,3-Bromobarekoxide,22979,
C20H34O1,,290.261,Barekoxide,22980,
C20H30O2,,302.2246,Strobic acid,22981,
C15H26O1,,222.1984,Pacifigorgiol,22982,
C15H23Br1,,282.0983,Luzonensin,22983,
C15H24Br2O1,,378.0194,Luzonensol,22984,
C17H26Br2O2,,420.03,Luzonensol acetate,22985,
C15H23Br1O1,,298.0932,Palisol,22986,
C15H25Br1O1,,300.1089,"(3Z,6E)-1-Bromo-2-hydroxy-3,7,11-trimethyldodeca-3,6,10-triene",22987,
,,0,,22988,
,,0,,22989,
C29H28N4O4,,496.2111,4'-N-Methyl-5'-hydroxystaurosporine,22990,
C28H26N4O4,,482.1954,5'-Hydroxystaurosporine,22991,
C23H34N2O4S2,,466.196,Agrochelin-A,22992,
C18H34O2,,282.2559,11-trans-Octadecenoic acid,22993,
C20H38O2,,310.2872,11-Methyl-12-nonadecenoic acid,22994,
C20H40O2,,312.3028,17-Methyl-nonadecanoic acid,22995,
C19H36O2,,296.2715,11-Nonadecenoic acid,22996,
C19H36O2,,296.2715,13-Nonadecenoic acid,22997,
C18H28O2,,276.2089,12-Phenyldodecanoic acid,22998,
C20H32O2,,304.2402,14-Phenyl-tetradecanoic acid,22999,
C22H36O2,,332.2715,16-Phenyl-hexadecanoic acid,23000,
C58H89N7O16,,1139.6366,Didemnin G,23001,
C57H87N7O15,,1109.626,Dehydrodidemnin B; Aplidine,23002,
C15H21N5O7S1,,415.1162,7-Epi-cylindrospermopsin,23003,
C15H20Cl1N5O7S1,,449.0772,5-Chloro-cylindrospermopsin,23004,
C36H72O9,,648.5176,Polymethoxy-1-alkene,23005,
C33H66O8,,590.4758,Polymethoxy-1-alkene,23006,
C30H60O7,,532.4339,Polymethoxy-1-alkene,23007,
C34H68O9,,620.4863,"4,6,8,10,12,14,16,18,22-Nonamethoxy-1-pentacosene",23008,
C32H44N6O6,,608.3322,Microcin SF608,23009,
C48H73N11O12,,995.544,Micropeptin SF995,23010,
C47H73N11O13,,999.5389,Micropeptin SD999,23011,
C45H63N7O13,,909.4484,Micropeptin SF909,23012,
C46H72N8O13,,944.5219,Micropeptin SD944,23013,344939-94-2
C40H61N5O9,,755.4469,Microginin SD755,23014,
C48H68N10O13,,992.4967,Micropeptin EI992,23015,
C25H26N6O4S2,,538.1457,Banyascyclamide A,23016,501903-99-7
C29H36N2O6,,508.2573,Aestivophoenin C,23017,
C20H30N4O6,,422.2165,TMC-52A,23018,
C20H30N4O6,,422.2165,TMC-52B,23019,
C20H30N4O5,,406.2216,TMC-52C,23020,
C20H30N4O5,,406.2216,TMC-52D,23021,
C38H59N5O17S1,,889.3627,Liposidomycin-A-(II),23022,
C51H96N16O13,,1140.7343,Colistin minor component 1; Polymyxin Val-E2,23023,
C52H98N16O13,,1154.7499,Colistin minor component 4; Polymyxin Val-E1,23024,
C22H33N1O1S1,,359.2283,Curacin D,23025,
C23H34Cl1N1O5,,439.2126,Gymnastatin-D1,23026,
C23H34Cl1N1O5,,439.2126,Gymnastatin-E1,23027,
C16H33N1O1,,255.2562,Hexadecanamide,23028,
C18H37N1O1,,283.2875,Octadecanamide,23029,
C15H32,,212.2504,Pentadecane,23030,
C17H36,,240.2817,Heptadecane,23031,
C19H40,,268.313,Nonadecane,23032,
C48H72N10O12,,980.5331,"[D-Asp(3),(E)-Dhb(7)]Microcystin-LR",23033,
C15H23N1O4,,281.1627,A-75943,23034,
C42H65N5O21S1,,1007.3893,Liposidomycin-Z-(I),23035,
C44H67N5O18,,953.4481,Liposidomycin-A-(III),23036,
C38H57N5O14,,807.3902,Liposidomycin-A-(IV),23037,
C44H69N5O21S1,,1035.4206,Liposidomycin-G-(I),23038,
C44H71N5O21S1,,1037.4362,Liposidomycin-L-(I),23039,
C46H71N5O21S1,,1061.4362,Liposidomycin-K-(I),23040,
C46H73N5O21S1,,1063.4519,Liposidomycin-N-(I),23041,
C36H57N5O17S1,,863.347,Liposidomycin-C-(II),23042,
C41H65N5O18,,915.4325,Liposidomycin-X-(III),23043,
C42H63N5O18,,925.4168,Liposidomycin-Y-(III),23044,
C42H65N5O18,,927.4325,Liposidomycin-Z-(III),23045,
C42H67N5O18,,929.4481,Liposidomycin-C-(III),23046,
C44H65N5O18,,951.4325,Liposidomycin-V-(III),23047,
C44H69N5O18,,955.4638,Liposidomycin-G-(III),23048,
C44H71N5O18,,957.4794,Liposidomycin-M-(III),23049,
C46H71N5O18,,981.4794,Liposidomycin-K-(III),23050,
C46H73N5O18,,983.4951,Liposidomycin-N-(III),23051,
C36H57N5O14,,783.3902,Liposidomycin-C-(IV),23052,
C21H32O7,,396.2148,21-Hydroxy-rustmicin; 21-Hydroxy-galbonolide A,23053,
C21H32O6,,380.2199,21-Hydroxy-galbonolide-B,23054,
C45H54N2O12S1,,846.3398,Naphthomycin-I,23055,
C44H52N2O12S1,,832.3241,Naphthomycin-J,23056,
C45H64N2O10,,792.4561,RK-1009,23057,
C62H78N14O14,,1242.5822,Quinaldopeptin,23058,
C25H42O5,,422.3032,Amphidinolide-T; Amphidinolide T1,23059,
C41H71N1O12,,769.4976,Erythromycin analogue,23060,
C39H69N1O13,,759.4769,Erythromycin analogue,23061,
C39H69N1O12,,743.482,Erythromycin analogue,23062,
C40H71N1O13,,773.4925,Erythromycin analogue,23063,
C40H71N1O12,,757.4976,Erythromycin analogue,23064,
C41H73N1O12,,771.5133,Erythromycin analogue,23065,
C40H67N1O13,,769.4612,Erythromycin analogue,23066,
C40H67N1O12S1,,785.4384,Erythromycin analogue,23067,
C39H71N1O12S1,,777.4697,Erythromycin analogue,23068,
C39H71N1O12,,745.4976,Erythromycin analogue,23069,
C40H73N1O12,,759.5133,Erythromycin analogue,23070,
C6H12O1,,100.0888,Hexanal,23071,
C13H26O1,,198.1984,Tridecanal,23072,
C17H30O1,,250.2297,"(8Z,11Z)-Heptadecadienal",23073,
C17H28O1,,248.214,"(8Z,11Z,14Z)-Heptadecatrienal",23074,
C17H32O1,,252.2453,(8Z)-Heptadecenal,23075,
C18H30O1,,262.2297,"(9Z,12Z,15Z)-Octadecatrienal",23076,
C18H32O1,,264.2453,"(9Z,12Z)-Octadecadienal",23077,
C5H10O1,,86.0732,3-Penten-2-ol,23078,
C5H10O1,,86.0732,2-Pentenol,23079,
C8H16O1,,128.1201,(3Z)-Octenol,23080,
C15H32O1,,228.2453,Pentadecanol,23081,
C19H40O1,,284.3079,Nonadecanol,23082,
C4H6O2,,86.0368,"2,3-Butanedione; Diacetyl",23083,
C13H28,,184.2191,Tridecane,23084,
C16H22O8,,342.1315,Macrosphelide L,23085,
C16H34,,226.2661,Hexadecane,23086,
C18H38,,254.2974,Octadecane,23087,
C19H34O2,,294.2559,Methyl linoleate,23088,
C5H10O1,,86.0732,2-Methyl-3-buten-2-ol,23089,115-18-4
C18H36O1,,268.2766,"6,10,14-Trimethyl-2-pentadecanone",23090,
C4H7N1,,69.0578,1-Pyrroline,23091,
C6H7N1,,93.0578,4-Methylpyridine,23092,
C10H14N2,,162.1157,Nicotine,23093,
C53H94N8O12,,1034.6991,Lichenysin-G6b,23094,
C53H94N8O12,,1034.6991,Lichenysin-G7a,23095,
C53H94N8O12,,1034.6991,Lichenysin-G7b,23096,
C54H96N8O12,,1048.7148,Lichenysin-G9a,23097,
C54H96N8O12,,1048.7148,Lichenysin-G9b,23098,
C54H96N8O12,,1048.7148,Lichenysin-G8b,23099,
C54H96N8O12,,1048.7148,Lichenysin-G8a,23100,
C52H92N8O12,,1020.6835,Lichenysin-G5b,23101,
C57H96N6O18,,1152.6781,Cereulide,23102,
C29H52O3,,448.3916,Hierridin,23103,
C19H14O9,,386.0638,Stictic acid,23104,
C23H32N2O8,,464.2159,Kitamycin-B,23105,
C42H67N5O18,,929.4481,Liposidomycin-B-(III),23106,
C43H69N5O18,,943.4638,Liposidomycin-H-(III),23107,
C44H71N5O18,,957.4794,Liposidomycin-L-(III),23108,
C23H34Cl1N1O5,,439.2126,Gymnastatin-D2,23109,
C23H34Cl1N1O5,,439.2126,Gymnastatin-E2,23110,
C20H32O2,,304.2402,"(1R,3S,4Z,8E,11S,12R)-4,8,18-Dolabellatrien-3,16-diol",23111,
C22H34O3,,346.2508,"(1R,3S,4Z,8E,11S,12R)-16-Acetoxy-4,8,18-dolabellatrien-3-ol",23112,
C20H32O1,,288.2453,"(1R,3S,4Z,8E,11S,12R)-4,8,18-Dolabellatrien-3-ol",23113,
C20H30O1,,286.2297,"(1R,4Z,8E,11S,12R)-4,8,18-Dolabellatrien-16-al",23114,
C20H32O1,,288.2453,"(1R,4Z,8E,11S,12R)-4,8,18-Dolabellatrien-16-ol",23115,
C22H34O2,,330.2559,"(1R,4Z,8E,11S,12R)-16-Acetoxy-4,8,18-dolabellatrien",23116,
C22H34O2,,330.2559,"(1R,3S,4Z,8E,11S,12R)-3-Acetoxy-4,8,18-dolabellatrien",23117,
C21H34O3,,334.2508,"(3R*,3aR*,6Z,10S*,11E,12aR*)-(-)-2,3,3a,4,8,9,10,12a-Octahydro-3,10-dihydroxy-6,10,12atrimethyl-3-(1-methylethyl)-5(1H)-cyclopentacycloundecenone",23118,102977-74-2
C22H34O4,,362.2457,"(3R*,3aR*,6E,10E,12S*,12aS*)-(-)- 12-(Acetyloxy)-2,3,3a,4,8,9,12,12a-octahydro-3-hydroxy-6,10,12a-trimethyl-3-(1-methylethyl)-5(1H)-cyclopentacycloundecenone",23119,102977-78-6
C20H32O3,,320.2351,no trivial name,23120,103064-45-5
C20H32O3,,320.2351,noname,23121,103064-43-3
C18H23Br1O2,,350.0881,"18-Bromo-octadeca-5,7,17-triynoic acid",23122,
C20H13N3O1,,311.1059,SG-64; Pityriacitrin,23123,
C35H69N1O3,,551.5277,Ceramide-D,23124,
C35H71N1O4,,569.5383,Ceramide-B,23125,
C36H73N1O4,,583.554,Ceramide-A,23126,
C20H32O3,,320.2351,"(1aR*,4E,7aS*,8S*,10aS*,11aS*)-(-)-2,3,7,7a,8,9,10,10a,11,11a-Decahydro-8-hydroxy-1a,5,10atrimethyl-8-(1-methylethyl)-cyclopenta[4,5]cycloundec[1,2-b]oxiren-6(1aH)-one",23127,
C20H32O3,,320.2351,"(1aR*,4E,6aS*,9S*,9aS*,11aR*)-(-)-1a,3,6,6a,7,8,9,9a,10,11a-Decahydro-9-hydroxy-4,6a,11atrimethyl-9-(1-methylethyl)-cyclopenta[5,6]cycloundec[1,2-b]oxiren-11(2H)-one",23128,102977-80-0
C20H32O2,,304.2402,"(1aR*,3aS*,4aR*,5aR*,8aR*,10aR*)-Tetradecahydro-3a,5a,10a-trimethyl-8-(1-methylethylidene)-cyclopenta[8,9]cycloundeca[1,2-b:5,6-b']bisoxirene",23129,129932-82-7
C20H32O3,,320.2351,"(1aR*,3aS*,4aR*,5aR*,8aR*,10aR*)-(+)-1a,2,3,3a,4a,5,5a,6,8a,9,10,10a-Dodecahydro-a,a,3a,5a,10a-pentamethyl-cyclopenta[8,9]cycloundeca[1,2-b:5,6-b']bisoxirene-8-methanol",23130,129932-80-5
C19H32O3,,308.2351,"(1aR*,3aR*,4aR*,5aS*,6S*,8aR*,10aR*)-Tetradecahydro-3a,5a,8,8,10a-pentamethyl-cyclopenta[8,9]cycloundeca[1,2-b:5,6-b']bisoxiren-6-ol",23131,138966-88-8
C22H36O3,,348.2664,no trivial name,23132,159001-96-4
C24H38O5,,406.2719,"(1R*,3aR*,5Z,9E,11R*,12aR*)-6-[(Acetyloxy)methyl]-1,2,3,3a,4,7,8,11,12,12a-decahydro-3a,10-dimethyl-1-(1-methylethyl)-1,11-cyclopentacycloundecenediol, 11-acetate",23133,156790-26-0
C20H32O1,,288.2453,"(3aR*,5E,8S*,9E,12aS*)-(-)-3,3a,4,7,8,11,12,12a-Octahydro-3a,6,10-trimethyl-1-(1-methylethyl)-8-cyclopentacycloundecenol",23134,135650-22-5
C20H32O2,,304.2402,"(1aR*,3S*,4E,7aS*,10aS*,11aS*)-1a,2,3,6,7,7a,10,10a,11,11a-Decahydro-1a,5,10a-trimethyl-8-(1-methylethyl)-cyclopenta[4,5]cycloundec[1,2-b]oxiren-3-ol",23135,135650-23-6
C20H32O2,,304.2402,"(1R*,3aS*,5Z,9Z,12aR*)-(+)-2,3,3a,7,8,11,12,12a-Octahydro-1-hydroxy-3a,6,10-trimethyl-1-(1-methylethyl)-4(1H)-cyclopentacycloundecenone",23136,135650-24-7
C20H32O2,,304.2402,"(1R*,3aS*,5Z,9Z,12aR*)-(+)-2,3,3a,7,8,11,12,12a-Octahydro-1-hydroxy-3a,6,10-trimethyl-1-(1-methylethyl)-4(1H)-cyclopentacycloundecenone",23137,135650-24-7
C20H32,,272.2504,(+)--Araneosene; (-)-Dolabellane 4,23138,133523-24-7
C20H32,,272.2504,(-)--Araneosene,23139,
C20H34O2,,306.2559,"(1R*,3aS*,4E,6S*,9E,12aS*)-(-)-1,2,3,3a,6,7,8,11,12,12a-Decahydro-1-hydroxy-a,a,3a,6,10-pentamethyl-1-cyclopentacycloundecenemethanol",23140,156351-70-1
C22H32O3,,344.2351,"(3aR*,5E,9E,11R*,12aR*)-(+)-11-(Acetyloxy)-3,3a,4,7,8,11,12,12a-octahydro-3a,10-dimethyl-1-(1-methylethyl)-6-cyclopentacycloundecenecarboxaldehyde",23141,102977-81-1
C28H42O8,,506.288,"[3R-(3R*,3aS*,4S*,6E,8S*,9R*,10S*,11E,12aR*)]-3-[1-(Acetyloxy)-1-methylethyl]-1,2,3,3a,4,5,8,9,10,12a-decahydro-6,10,12a-trimethyl-4,8,9-cyclopentacycloundecenetriol triacetate",23142,95186-43-9
C29H48O3,,444.3603,"24-Ethylcholesta-7,22E-diene-3,5a,6-triol",23143,
C28H40O5,,456.2876,2-Epineobalearone,23144,
C22H34O3,,346.2508,Spatan diterpenoid,23145,
C20H32O2,,304.2402,Spatan diterpenoid,23146,
C20H32O2,,304.2402,Spatan diterpenoid,23147,
C17H22N2,,254.1783,6-N-Ethylaurantioclavine,23148,
C13H11Cl1O1,,218.0498,4-Benzyl-2-chloro-phenol,23149,
C14H10O3,,226.063,"1,7-Hydroxy-3-methylxanthone; GS-3; EQ-1",23150,
C16H16O6,,304.0947,"1,9a-Dihydronidulalin A; 4a-Carbomethoxy-4,8-dihydroxy-6-methyl-1,4,4a,9a-tetrahydroxanthone; GS-4; EQ-3",23151,
C43H46Cl1N3O13,,847.2719,Neo-C-1027 chromophore I,23152,
C43H44Cl1N3O13,,845.2563,C-1027 chromophore III,23153,
,,0,Alcaligin E,23154,
C10H16N2O3S1,,244.0882,Biotin; Vitamin H,23155,
,,0,Aureochelin,23156,
C11H15N3O6,,285.0961,"11-Desoxy-4,9-anhydrotetrodotoxin; (4a,9)-4,9,11-trideoxy-4,9-epoxy-tetrodotoxin",23157,113507-22-5
C11H15N3O8,,317.0859,11-Oxo-tetrodotoxin,23158,
,,0,Fermentcin B,23159,
C29H50O2,,430.3811,"4a,24-Dimethyl-5a-cholest-22E-en-3,4-diol",23160,
C29H48O1,,412.3705,"24-Ethylcholesta-5,22E-dien-3-ol",23161,
C9H19N1O7,,253.1162,a-Glyceryl-4-amino-a-mannoside,23162,
C6H12N2O6S1,,240.0416,Di-(amino-carboxy-ethylene)sulfone,23163,
C17H20O8,,352.1158,Macrophin; Grovesiin; DG-2,23164,
C14H20O6,,284.126,10-epi-Colletodiol,23165,
C8H12O4,,172.0736,"4,8-Dimethyl-1,5-dioxacyclooctane-2,6-dione; DG-1",23166,
C40H79N2O6P1,,714.5676,Cer-1,23167,
C15H19Br2Cl1O1,,407.9491,Dactylyn; Dactyline,23168,
C14H16N2O2,,244.1212,"trans-cyclo-(D-Phe,L-Pro)",23169,
C20H25N3O3,,355.1896,Martefragin A,23170,
C10H18O2,,170.1307,"(3R,4S)-3,7-Dimethyl-1,6-octadien-3,4-diol",23171,
C28H50O3,,434.376,"4-[(3R,4S)-3-Hydroxy-3,7-dimethylocta-1,6-dienyl]-(Z)-9-octadecenoate",23172,
C28H40O5,,456.2876,Emesterone-A,23173,
C28H38O4,,438.277,Emesterone-B,23174,
C13H10O4,,230.0579,Psychorubrin,23175,
C46H68O7,,732.4965,Mutadione-A,23176,
C29H48O1,,412.3705,"5-Avenasterol; (Z)-Stigmasta-5,24(28)-dien-3-ol",23177,18472-36-1
C4H8O1,,72.0575,Butanal,23178,
C30H48O4,,472.3553,Lucidumol A,23179,217476-73-8
C30H44O7,,516.3087,Ganoderic acid B,23180,81907-61-1
C30H50O3,,458.376,"(24S)-24,25-Dihydroxylanost-8-ene-3,7-dione; Lucidumol-B",23181,
C30H44O6,,500.3138,"Ganoderic acid ; 3,7-Dihydroxy-11,15-dioxo-lanosta-8,24(E)-dien-26-oic acid",23182,
C30H48O3,,456.3603,Ganodermanondiol,23183,107900-76-5
C30H48O4,,472.3553,Ganodermanontriol,23184,106518-63-2
C30H44O6,,500.3138,Ganolucidic acid A,23185,
C12H18O4,,226.1205,Pesthetoxin,23186,
C2H4O1,,44.0262,Acetaldehyde,23187,
C15H20Br1Cl1O1,,330.0386,Bisezakyne-A,23188,
C17H23Br1Cl2O3,,424.0208,Bisezakyne-B,23189,
C25H52N10O2,,524.4275,Eulicin derivative,23190,
C57H79N7O18S1,,1181.5202,Oscillapeptin-B,23191,
C15H21Br1O2,,312.0725,Claviol,23192,
C15H18Br2O2,,387.9674,Japonenyne-A,23193,
C15H18Br2O2,,387.9674,Japonenyne-B,23194,
C24H18O12,,498.0798,Tetraphlorethol-E,23195,
C30H22O15,,622.0959,Pentaphlorethol-B,23196,
C36H26O18,,746.1119,Hexaphlorethol-A,23197,
C30H22O15,,622.0959,Fucotriphlorethol-G,23198,
C30H22O15,,622.0959,Fucotriphlorethol-H,23199,
C36H26O18,,746.1119,Fucotetraphlorethol-J,23200,
C36H26O18,,746.1119,Fucotetraphlorethol-K,23201,
C42H30O21,,870.128,Fucopentaphlorethol-E,23202,
C60H42O30,,1242.1761,Bisfucoheptaphlorethol-A,23203,
C42H30O21,,870.128,Difucofucotriphlorethol-A,23204,
C48H34O24,,994.144,Difucofucotetraphlorethol-B,23205,
C60H42O30,,1242.1761,Terfucohexaphlorethol-B,23206,
C66H46O33,,1366.1921,Terfucoheptaphlorethol-A,23207,
C35H30Mg1N4O5,,586.2216,[8-Vinyl]-protochlorophyllide,23208,
C21H24O5,,356.1624,Phosphatoquinone-A,23209,
C21H24O4,,340.1675,Phosphatoquinone-B,23210,
C3H6O1,,58.0419,Propanal,23211,
C34H50O11,,634.3353,Manauealide C,23212,
C32H46O9,,574.3142,Anhydrodebromoaplysiatoxin,23213,
C20H22N4O2,,350.1743,(-)-Phenylahistin; Halimide,23214,
C13H12O6,,264.0634,NM-3,23215,
C37H71N2O6P1,,670.505,Cer-2,23216,
C14H12O6,,276.0634,O-Demethyljavanicin,23217,
C15H12O8,,320.0532,Fusarubinoic acid,23218,
C14H12O4,,244.0736,"7-Acetonyl-5-hydroxy-6-methyl-1,4-naphthoquinone",23219,
C28H48O1,,400.3705,24-Methylcholest-5-en-3-ol,23220,
C29H50O1,,414.3862,24-Ethylcholest-5-en-3-ol; Lobophytol A; Stigmast-5-en-3-ol,23221,
C28H46O1,,398.3549,"24-Methylcholesta-5,22E-dien-3-ol",23222,
C28H48O1,,400.3705,24-Methyl-5a-cholest-22E-en-3-ol,23223,
C30H54O1,,430.4175,4a-Methyl-24-ethyl-5a-cholestan-3-ol,23224,
C17H14O3,,266.0943,4-Benzyl-5-hydroxy-3-phenyl-2(5H)-furanone; EQ-4; racemic Microperfuranone,23225,
C30H42O7,,514.2931,Ganoderic acid D; Ganoderic acid C1,23226,108340-60-9
C30H46O3,,454.3447,Ganoderiol F,23227,114567-47-4
C18H25N3O2,,315.1947,Martensine-A,23228,
C18H23N3O2,,313.179,Martensine-B,23229,
C25H31N3O2,,405.2416,Fragilamide,23230,
C24H36O4,,388.2614,Dehydromerulinic acid A,23231,
C24H40O4,,392.2927,Dihydromerulinic acid A,23232,
C23H34O4,,374.2457,Mutaquinone-A,23233,
C23H36O4,,376.2614,Mutaquinone-B,23234,
C23H38O4,,378.277,Mutaquinone-C,23235,
C21H34O4,,350.2457,Mutaquinone-D,23236,
C46H70O7,,734.5122,Mutadione-B,23237,
C44H68O7,,708.4965,Mutadione-C,23238,
C42H68O7,,684.4965,Mutadione-D,23239,
C14H10O5,,258.0528,"1,5,8-Trihydroxy-3-methylxanthone; Xanthone XT 6",23240,250039-12-4
C15H12O5,,272.0685,"1,8-Dihydroxy-5-methoxy-3-methylxanthone; Xanthone XT 7",23241,250039-15-7
C18H18O8,,362.1002,4-O-Methyl erythrostominone,23242,
C17H14O7,,330.074,"3,5,8-Trihydroxy-6-methoxy-2-(5-oxohexa-1,3-dienyl)-1,4-naphthoquinone",23243,
C19H20O4,,312.1362,Spatozoate,23244,
C29H48O2,,428.3654,Varninasterol,23245,
C27H42O1,,382.3236,Cholesta-5-ene-23-yne-3-ol,23246,
C12H14O4,,222.0892,Apiole,23247,
C13H16O5,,252.0998,Nothoapiole,23248,
C7H13N1O2,,143.0946,2-Amino-3-cycropropyl-butanoic acid,23249,248256-84-0
C18H22Br2O2,,427.9987,"16,18-Dibromo-(15E,17Z)-octadeca-15,17-diene-5,7-diynoic acid",23250,
C24H36O4,,388.2614,"5(R),16(S)-Diacetoxyspata-13,17-diene",23251,
C18H20O3,,284.1412,"Solistatin; (+)-(3R,5R)-7-(2'-Methyl-1'-naphthyl)-3-hydroxyheptan-5-olide",23252,247172-66-3
C52H82O22,,1058.5298,"2,3-Dihydroxyurs-12,20(30)-dien-28 oic acid 3-O-{O-- D-glucopyranosyl-(1--> 2)-O--Larabinopyranosyl-(1 --> 2)-O-[-D-xylopyranosyl-(1 -->3)]-D-glucopyranoside}",23253,
C52H82O21,,1042.5349,"2,3-dihydroxyurs-12,20(30)-dien-28 oic acid 3-O-{O-- D-quinovopyranosyl-(1 --> 2)-O--Larabinopyranosyl-(1--> 2)-O-[-D-xylopyranosyl-(1 --> 3)]-D-glucopyranoside}",23254,
C46H72O17,,896.477,"2,3-Dihydroxyurs-12,20(30)-dien-28 oic acid 3-O-{O-- L-arabinopyranosyl-(1 --> 2)-O-[-Dxylopyranosyl-(1 --> 3)]-D-glucopyranoside}",23255,
C41H64O13,,764.4347,"2,3-Dihydroxyurs-12,20(30)-dien-28 oic acid 3-O-{O--D-xylopyranosyl-(1 --> 3)--Dglucopyranoside}",23256,
C13H11N3O2,,241.0851,"Dipodazine; (Z)-1',3-Didehydro-3-(3*-indolylmethylene)-piperazine-2,5-dione",23257,
C15H22O3,,250.1569,Hebelophyllene A,23258,
C15H24O3,,252.1725,Hebelophyllene B,23259,
C15H22O4,,266.1518,"Hebelophyllene C; 6,9-Dihydroxy-3(15)-caryophyllen-4,8-dione",23260,
C34H54O8,,590.3819,"5,8-Epidioxy-24(R)-methylcholesta-6,22-dien-3-D-glucopyranoside",23261,
C28H44O2,,412.3341,"5,6-Epoxy-24(R)-methylcholesta-7,22-dien-3-ol; 5,6-Epoxy-22-en-3-ol-ergosterol",23262,
C34H54O6,,558.392,Ergosteryl-3-O--D-glucopyranoside,23263,
C34H56O6,,560.4077,22-Dihydroergosteryl-3-O--D-glucopyranoside,23264,
C39H72O32,,1052.4007,Galactoglucomannan,23265,
C21H32O4,,348.2301,Brassicicene A,23266,
C21H34O4,,350.2457,Brassicicene B,23267,
C21H32O4,,348.2301,Brassicicene C,23268,
C21H30O5,,362.2093,Brassicicene D,23269,
C23H34O7,,422.2305,Brassicicene E,23270,
C21H32O5,,364.225,Brassicicene F,23271,
